"","Day","S","E","I","R"
"1",1,99734.5852610968,54.0929698531957,6453.65658189112,-6242.3348128411
"2",2,98543.3215067181,98.8607269122544,10975.86593911,-9618.0481727404
"3",3,98526.9347056942,135.972147086667,14712.5163872088,-13375.4232399897
"4",4,99686.4373428787,166.797377356291,17634.8652249942,-17488.0999452291
"5",5,100672.621044314,192.46136851962,20280.3618380254,-21145.4442508587
"6",6,100490.141816721,213.887796862776,22405.3698691115,-23109.399482695
"7",7,101085.061556746,231.835105640126,24213.531411821,-25530.4280742072
"8",8,99206.1581344484,246.926083875368,25603.3338831736,-25056.4181014973
"9",9,98378.0350466687,259.672143873313,27034.1175327876,-25671.8247233296
"10",10,96483.7117521824,270.493249346531,27940.6663911061,-24694.871392635
"11",11,97706.8679612589,279.734274603687,28813.8376895996,-26800.4399254622
"12",12,99069.4591110816,287.678434837255,29620.1162670628,-28977.2538129816
"13",13,99028.4481166445,294.558312512803,30294.9157287092,-29617.9221578666
"14",14,98557.0155970874,300.564910579462,30718.8524207412,-29576.432928408
"15",15,100094.839539098,305.855085923298,31312.4412272656,-31713.1358522873
"16",16,99411.4791849293,310.557653096054,31775.050611737,-31497.0874497623
"17",17,99398.9887774851,314.778396357113,32256.5231359951,-31970.2903098374
"18",18,99752.5140500776,318.604185410679,32437.4204907353,-32508.5387262235
"19",19,99075.5101089619,322.106355220405,32922.038783036,-32319.6552472183
"20",20,98104.969425546,325.34348156224,33497.6508534905,-31927.9637605988
"21",21,99265.7762084237,328.363660404457,33723.1584534551,-33317.2983222832
"22",22,98169.5304375587,331.206379856482,33820.6297326538,-32321.3665500689
"23",23,99130.597942505,333.904057547056,34079.6387699033,-33544.1407699553
"24",24,95674.74892974,336.48330325554,34448.5276756778,-30459.7599086733
"25",25,95234.8489348182,338.965955917704,34736.4837351335,-30310.2986258694
"26",26,95989.0388282572,341.369935340831,34991.6265236173,-31322.0352872153
"27",27,97328.8283451155,343.709941749072,35259.3956647765,-32931.9339516411
"28",28,97074.4353686209,345.998030356945,35517.1837672257,-32937.6171662035
"29",29,98814.2095885671,348.244083305703,35873.4597802906,-35035.9134521634
"30",30,97027.2862408089,350.456197303984,36040.3167432427,-33418.0591813556
"31",31,97432.2447929362,352.641002035261,36075.4630900482,-33860.3488850196
"32",32,98233.8333359157,354.803921702086,36244.1776029134,-34832.8148605312
"33",33,98033.3536918343,356.949389866091,36449.9685584687,-34840.2716401691
"34",34,97534.3694719994,359.081025927104,36846.2988367428,-34739.7493346692
"35",35,97078.9198919041,361.201780093683,37220.6603439808,-34660.7820159786
