"","Day","S","E","I","R"
"1",1,104886.388296178,54.0929698531957,42194.4619113573,-47134.9431773883
"2",2,96313.1367272557,98.8607269122544,76345.1224224723,-72757.1198766402
"3",3,96538.836210632,135.972147086667,104556.475987244,-101231.284344962
"4",4,105573.66305892,166.797377356291,126621.437269122,-132361.897705398
"5",5,113300.674952466,192.46136851962,146577.844919219,-160070.981240205
"6",6,112256.533243662,213.887796862776,162604.149164239,-175074.570204764
"7",7,117038.132327366,231.835105640126,176232.365991897,-193502.333424903
"8",8,103262.481070446,246.926083875368,186705.011563393,-190214.418717715
"9",9,97365.0709817578,259.672143873313,197470.308676337,-195095.051801969
"10",10,83469.3412725505,270.493249346531,204291.742159193,-188031.57668109
"11",11,92953.5418338368,279.734274603687,210852.880753898,-204086.156862339
"12",12,103482.874580015,287.678434837255,216904.118290013,-220674.671304865
"13",13,103485.00232487,294.558312512803,221962.500640736,-225742.061278119
"14",14,100259.142504269,300.564910579462,225133.836590444,-225693.544005292
"15",15,112103.178625534,305.855085923298,229572.962348614,-241981.996060071
"16",16,107289.050897649,310.557653096054,233025.942168909,-240625.550719654
"17",17,107507.368734845,314.778396357113,236617.253293008,-244439.40042421
"18",18,110471.892158869,318.604185410679,237951.649181253,-248742.145525532
"19",19,105708.672263055,322.106355220405,241561.795114365,-247592.573732641
"20",20,98745.2663628748,325.34348156224,245852.602774932,-244923.212619369
"21",21,107768.400062584,328.363660404457,247516.135706439,-255612.899429427
"22",22,99865.1510224431,331.206379856482,248218.152075935,-248414.509478235
"23",23,107393.327427732,333.904057547056,250130.660687109,-257857.892172388
"24",24,81796.2593101308,336.48330325554,252866.394579631,-234999.137193017
"25",25,78820.48263165,338.965955917704,254994.396033581,-234153.844621149
"26",26,84802.0909237467,341.369935340831,256875.675219001,-242019.136078088
"27",27,95177.4380685726,343.709941749072,258851.122721601,-254372.270731923
"28",28,93598.1840011297,345.998030356945,260751.260132817,-254695.442164303
"29",29,106976.973029677,348.244083305703,263389.668146497,-270714.88525948
"30",30,93907.3376062942,350.456197303984,264607.097083999,-258864.890887597
"31",31,97278.6390639832,352.641002035261,264836.403656218,-262467.683722236
"32",32,103626.50104195,354.803921702086,266067.214738868,-270048.519702521
"33",33,102460.698194116,356.949389866091,267575.872302776,-270393.519886758
"34",34,99057.966953446,359.081025927104,270513.372827087,-269930.42080646
"35",35,95983.6094137406,361.201780093683,273285.926370769,-269630.737564604
"36",36,93200.9840337236,363.314052472927,274702.697961933,-268266.996048129
"37",37,95901.7196109826,365.419790901854,276501.117136609,-272768.256538493
"38",38,88834.5592509207,367.520571316785,277711.920793226,-266914.000615464
"39",39,94109.0308707111,369.617663778981,279443.627745278,-273922.276279768
"40",40,90781.1915162949,371.712086717721,280474.543589418,-271627.44719243
"41",41,82403.4921673282,373.804651494548,281661.983497912,-264439.280316735
"42",42,72267.4401000741,375.89599901669,282312.835380189,-254956.17147928
"43",43,83001.0137606546,377.986629819027,283854.103485763,-267233.103876236
"44",44,87185.3755811096,380.076928780539,285862.238988687,-273427.691498577
"45",45,93725.7200474431,382.167185432974,287222.898214317,-281330.785447193
"46",46,95051.8840559828,384.257610648451,288986.145892981,-284422.287559612
"47",47,82035.6515556723,386.348350352309,290404.742520645,-272826.742426669
"48",48,90146.089701924,388.439496792084,291351.105571449,-281885.634770165
"49",49,90950.2832134286,390.53109779877,294083.876410375,-285424.690721602
"50",50,105657.826884648,392.623164398654,295964.128149217,-302014.578198265
"51",51,101562.217691644,394.715677070078,296201.391642671,-298158.325011385
"52",52,99998.0845480244,396.808590886958,299567.205572736,-299962.098711648
"53",53,89911.2216016018,398.901839747715,302163.709957309,-292473.833398658
"54",54,93428.5241658819,400.995339852864,302727.810916039,-296557.330421773
"55",55,85049.5343268962,403.088992565348,303997.736753706,-289450.360073167
"56",56,93128.8069900964,405.182686763809,305396.090854063,-298930.080530923
"57",57,100754.510228348,407.276300779317,304620.707849545,-305782.494378673
"58",58,102223.8826212,409.369703989945,305398.548214542,-308031.800539731
"59",59,96855.1597892653,411.4627581343,308269.8115886,-305536.434135999
"60",60,88070.2489828344,413.55531839423,311152.459405527,-299636.263706756
"61",61,89093.8504311051,415.647234287977,312549.024560443,-302058.522225836
"62",62,95793.3785950452,417.738350407667,314599.859674217,-310810.97661967
"63",63,98366.3292337689,419.828507029017,314500.012818819,-313286.170559617
"64",64,99366.6058574364,421.917540616144,317853.538028628,-317642.061426681
"65",65,91603.3153692542,424.005284240293,319850.389967308,-311877.710620803
"66",66,86482.6693606124,426.091567927948,320172.928302946,-307081.689231486
"67",67,77500.2532095225,428.176218951028,321959.094738716,-299887.524167189
"68",68,86427.5006246041,430.259062069613,323468.616910258,-310326.376596932
"69",69,105641.593062789,432.339919735783,324588.674336348,-330662.607318874
"70",70,113809.491404584,434.418612265623,325965.903117264,-340209.813134114
"71",71,105956.916388908,436.494957985182,327886.091089413,-334279.502436306
"72",72,111977.219413946,438.568773355165,330813.067806686,-343228.855993987
"73",73,107158.032889751,440.639873078261,331856.836181548,-339455.508944377
"74",74,97693.5052432701,442.708070192325,334294.520963736,-332430.734277198
"75",75,87138.4926619485,444.773176152072,335517.476678756,-323100.742516857
"76",76,88753.3997945947,446.835000901436,337881.987015903,-327082.221811399
"77",77,89035.1135498909,448.893352938399,337804.930572899,-327288.937475729
"78",78,100691.495465544,450.948039373743,341116.108981804,-342258.552486722
"79",79,102707.036247731,452.998865984947,341604.16410689,-344764.199220606
"80",80,100254.100926467,455.045637266197,340746.697033853,-341455.843597586
"81",81,109582.488195679,457.088156475347,342256.783444509,-352296.359796663
"82",82,129187.60681399,459.126225678483,344969.165432246,-374615.898471915
"83",83,99311.260625337,461.159645792649,347374.570981277,-347146.991252407
"84",84,104720.273945984,463.188216627168,348796.888712716,-353980.350875327
"85",85,88190.1183271987,465.211736923958,350605.192316926,-339260.522381049
"86",86,88439.3101462888,467.230004397109,351471.81281512,-340378.352965806
"87",87,88620.8365624602,469.242815771993,352050.874875711,-341140.954253943
"88",88,93905.7417860558,471.249966824109,354091.885351932,-348468.877104812
"89",89,100004.477264525,473.25125241781,354670.185781864,-355147.914298807
"90",90,101758.876874186,475.246466545065,356563.886373855,-358798.009714586
"91",91,102778.084866608,477.23540236436,357767.481900319,-361022.802169291
"92",92,107152.846147801,479.21785223982,360853.142731727,-368485.206731768
"93",93,84630.6494796616,481.193607780629,363885.367899628,-348997.21098707
"94",94,98469.2839801883,483.162459880807,365770.259664332,-364722.706104401
"95",95,86712.5835403,485.124198759379,366975.609926654,-354173.317665713
"96",96,100112.410907943,487.078614000987,367223.824532241,-367823.314054185
"97",97,106316.405366493,489.025494596952,368622.5833905,-375428.01425159
"98",98,105831.056296955,490.964628986822,368957.89950648,-375279.920432422
"99",99,91901.1251279292,492.895805100419,369676.652722579,-362070.673655609
"100",100,90042.9117094585,494.818810400388,373116.231575303,-363653.962095162
"101",101,101456.602417601,496.733431925251,373892.3126355,-375845.648485026
"102",102,114920.977021509,498.639456332991,374034.087116523,-389453.703594365
