"","Day","S","E","I","R"
"1",1,98949.9260295998,54.0929698531957,1010.05700094165,-14.0760003946879
"2",2,98882.9958038978,98.8607269122544,1019.62533625947,-1.4818670695056
"3",3,98829.7373995575,135.972147086667,1028.59023274199,5.70022061385492
"4",4,98789.767579974,166.797377356291,1035.37194442695,8.06309824277298
"5",5,98749.2712952259,192.46136851962,1044.28364565891,13.9836905956109
"6",6,98698.0298916943,213.887796862776,1052.01733031515,36.0649811277875
"7",7,98655.2861624515,231.835105640126,1059.89352962492,52.9852022834048
"8",8,98588.3489488118,246.926083875368,1066.30912880169,98.4158385111683
"9",9,98532.3172657859,259.672143873313,1075.37457400079,132.636016340017
"10",10,98465.9004867725,270.493249346531,1081.04100488975,182.565258991261
"11",11,98430.8360945124,279.734274603687,1087.89113057574,201.538500308205
"12",12,98397.2619858133,287.678434837255,1095.32211279805,219.737466551415
"13",13,98349.6806295455,294.558312512803,1102.46818056975,253.29287737193
"14",14,98297.7685758397,300.564910579462,1107.95483181731,293.711681763531
"15",15,98265.8771243951,305.855085923298,1115.83877955247,312.429010129097
"16",16,98211.6644163766,310.557653096054,1122.99174379849,354.786186728842
"17",17,98164.0201378256,314.778396357113,1130.81192746557,390.389538351674
"18",18,98119.870307354,318.604185410679,1136.02258248718,425.502924748099
"19",19,98065.2284885693,322.106355220405,1144.59897257195,468.066183638351
"20",20,98007.4472766298,325.34348156224,1154.35817622481,512.851065583183
"21",21,97970.7611906362,328.363660404457,1160.84345646206,540.031692497251
"22",22,97911.2743792455,331.206379856482,1166.2378680617,591.281372836316
"23",23,97872.1206824474,333.904057547056,1173.40620097498,620.5690590306
"24",24,97788.5496564189,336.48330325554,1181.80640876801,693.16063155751
"25",25,97734.8831871469,338.965955917704,1189.50940044688,736.641456488533
"26",26,97692.8970475595,341.369935340831,1196.97910693586,768.753910163798
"27",27,97656.501633389,343.709941749072,1204.65569766019,795.132727201761
"28",28,97603.895192285,345.998030356945,1212.30136692793,837.805410430161
"29",29,97570.957925998,348.244083305703,1220.99112143753,859.806869258726
"30",30,97502.4784174504,350.456197303984,1227.837891343,919.227493902628
"31",31,97455.6401270382,352.641002035261,1233.41214227773,958.306728648792
"32",32,97412.4885622274,354.803921702086,1240.36117759107,992.346338479423
"33",33,97359.0350676407,356.949389866091,1247.7155266435,1036.30001584976
"34",34,97302.3138555944,359.081025927104,1257.00602898265,1081.59908949583
"35",35,97245.7441031936,361.201780093683,1266.10444143915,1126.94967527356
"36",36,97189.2759059688,363.314052472927,1273.42031299218,1173.98972856614
"37",37,97139.8305353211,365.419790901854,1281.26797077543,1213.48170300158
"38",38,97077.0722076494,367.520571316785,1288.35316716015,1267.05405387371
"39",39,97030.4796263129,369.617663778981,1296.15231611949,1303.75039378861
"40",40,96972.1269587329,371.712086717721,1303.03511458896,1353.1258399604
"41",41,96906.7503102575,373.804651494548,1310.14346362906,1409.30157461893
"42",42,96838.7379303881,375.89599901669,1316.55218433531,1468.81388625987
"43",43,96798.2600908956,377.986629819027,1324.1630472385,1499.59023204692
"44",44,96748.7580293985,380.076928780539,1332.41052280337,1538.75451901756
"45",45,96702.1050745438,382.167185432974,1339.80810632638,1575.91963369689
"46",46,96648.2074552749,384.257610648451,1347.75523966158,1619.77969441508
"47",47,96574.8940366685,386.348350352309,1355.2550145981,1683.50259838106
"48",48,96529.4567651523,388.439496792084,1362.1367770424,1719.96696101325
"49",49,96473.9849785676,390.53109779877,1371.41154072008,1764.07238291352
"50",50,96436.7580609123,392.623164398654,1379.56025704629,1791.0585176428
"51",51,96374.1672969265,394.715677070078,1385.52851047936,1845.58851552401
"52",52,96314.6588438647,396.808590886958,1395.67791372444,1892.85465152391
"53",53,96243.4937749134,398.901839747715,1404.81089504537,1952.79349029354
"54",54,96190.1746596705,400.995339852864,1411.24291463958,1997.58708583706
"55",55,96120.7009576989,403.088992565348,1418.62453669509,2057.58551304069
"56",56,96072.8788394767,405.182686763809,1426.18549768147,2095.75297607803
"57",57,96024.1593198663,407.276300779317,1430.85584607573,2137.70853327868
"58",58,95966.938867667,409.369703989945,1437.60446698207,2186.08696136099
"59",59,95900.3086408396,411.4627581343,1447.15123199591,2241.07736903023
"60",60,95828.8313858663,413.55531839423,1456.71969503193,2300.89360070759
"61",61,95770.1402661768,415.647234287977,1464.31283771953,2349.89966181566
"62",62,95718.7254238212,417.738350407667,1472.78406641265,2390.75215935846
"63",63,95661.5171355938,419.828507029017,1478.39304593853,2440.26131143866
"64",64,95601.9209150336,421.917540616144,1488.61144649703,2487.55009785321
"65",65,95530.3492400316,424.005284240293,1497.02546951876,2548.62000620934
"66",66,95462.0107546591,426.091567927948,1503.2111865373,2608.68649087568
"67",67,95388.2332947473,428.176218951028,1511.35210832658,2672.23837797512
"68",68,95338.0458540713,430.259062069613,1519.127456575,2712.56762728408
"69",69,95301.28511704,432.339919735783,1526.3863850034,2739.98857822081
"70",70,95249.5075010682,434.418612265623,1533.99065217957,2782.0832344866
"71",71,95176.0811306322,436.494957985182,1542.32088163499,2845.10302974762
"72",72,95120.8643318158,438.568773355165,1551.9950817733,2888.57181305578
"73",73,95050.907832926,440.639873078261,1559.15948801084,2949.29280598489
"74",74,94974.4710779797,442.708070192325,1568.18316071654,3014.63769111139
"75",75,94896.2944825068,444.773176152072,1575.58746244502,3083.34487889611
"76",76,94834.0592212951,446.835000901436,1584.51365711375,3134.5921206897
"77",77,94769.7618069307,448.893352938399,1590.18379766535,3191.16104246554
"78",78,94720.3467464291,450.948039373743,1600.37049691323,3228.33471728393
"79",79,94657.7940807576,452.998865984947,1606.79148382356,3282.41556943387
"80",80,94589.0010451755,455.045637266197,1611.41642885867,3344.53688869965
"81",81,94535.6348151497,457.088156475347,1619.19563117306,3388.08139720189
"82",82,94495.6900750148,459.126225678483,1628.57494106856,3416.60875823816
"83",83,94389.4900647877,461.159645792649,1637.54151933888,3511.80877008073
"84",84,94330.0580808006,463.188216627168,1645.19340364033,3561.56029893186
"85",85,94241.0956448293,465.211736923958,1653.35554111445,3640.33707713232
"86",86,94174.2283676548,467.230004397109,1660.25721811947,3698.28440982858
"87",87,94106.994517107,469.242815771993,1666.77010870441,3756.99255841664
"88",88,94046.2897998527,471.249966824109,1675.22639271431,3807.23384060886
"89",89,93986.3958284027,473.25125241781,1681.72602584791,3858.62689333154
"90",90,93920.4360881195,475.246466545065,1689.97265169832,3914.34479363708
"91",91,93853.2238412263,477.23540236436,1697.29175634063,3972.2490000687
"92",92,93790.2145139207,479.21785223982,1707.11238977528,4023.45524406417
"93",93,93691.0725540457,481.193607780629,1716.85337007908,4110.88046809456
"94",94,93640.1428398196,483.162459880807,1725.05564956451,4151.63905073513
"95",95,93554.8183391152,485.124198759379,1732.34243006661,4227.71503205881
"96",96,93502.7694216236,487.078614000987,1738.34306208858,4271.80890228685
"97",97,93440.8608558029,489.025494596952,1745.86725836891,4324.24639123125
"98",98,93369.7692403334,490.964628986822,1751.96250600107,4387.3036246787
"99",99,93280.488900083,492.895805100419,1758.5574448349,4468.05784998167
"100",100,93207.0429079648,494.818810400388,1768.76805669997,4529.37022493484
"101",101,93151.0328824292,496.733431925251,1775.41470460882,4576.81898103678
"102",102,93097.4985966326,498.639456332991,1781.2024349859,4622.65951204853
"103",103,93026.1800932324,500.536669945132,1789.36537792958,4683.91785889288
"104",104,92946.1235914931,502.424858791341,1796.73767915862,4754.71387055697
"105",105,92876.0768658588,504.303808654535,1803.78490925108,4815.83441623562
