"","Day","S","E","I","R"
"1",1,110830.776413579,54.0929698531957,83433.852676126,-94318.7220595581
"2",2,93739.8465971067,98.8607269122544,151771.187595583,-145609.894919602
"3",3,94244.8764086372,135.972147086667,208222.583218053,-202603.431773777
"4",4,112366.615808197,166.797377356291,252375.174243116,-264908.58742867
"5",5,127871.50638495,192.46136851962,292305.710012904,-320369.677766374
"6",6,125833.138736286,213.887796862776,324371.971427848,-350418.997960997
"7",7,135445.521678082,231.835105640126,351638.713584292,-387316.070368014
"8",8,107942.853688905,246.926083875368,372591.562732877,-380781.342505658
"9",9,96196.2662914759,259.672143873313,394127.45230351,-390583.39073886
"10",10,68452.7599498983,270.493249346531,407773.752660832,-376497.005860077
"11",11,87468.9347637345,279.734274603687,420897.930443473,-408646.599481811
"12",12,108575.277044168,287.678434837255,433001.04370111,-441863.999180116
"13",13,108627.180257439,294.558312512803,443117.40630846,-452039.144878411
"14",14,102223.135089479,300.564910579462,449458.818324715,-451982.518324774
"15",15,125958.954494498,305.855085923298,458335.102104017,-484599.911684438
"16",16,116378.556720017,310.557653096054,465238.509350261,-481927.623723375
"17",17,116863.191762568,314.778396357113,472418.095781868,-489596.065940793
"18",18,122840.40536132,318.604185410679,475083.451516466,-498242.461063196
"19",19,113362.320902393,322.106355220405,482299.975496669,-495984.402754282
"20",20,99484.0705213312,325.34348156224,490877.547299672,-490686.961302566
"21",21,117579.119894307,328.363660404457,494200.340229114,-512107.823783825
"22",22,101821.636312694,331.206379856482,495599.908625875,-497752.751318426
"23",23,116927.246064532,333.904057547056,499420.301360809,-516681.451482887
"24",24,65782.617441351,336.48330325554,504887.010238038,-471006.110982645
"25",25,59880.8292049174,338.965955917704,509138.140993328,-469357.936154163
"26",26,71894.07411085,341.369935340831,512895.731405982,-485131.175452173
"27",27,92695.0646725615,343.709941749072,516841.577017937,-509880.351632247
"28",28,89587.1247309476,345.998030356945,520636.732862345,-510569.855623649
"29",29,116395.546230959,348.244083305703,525908.370107505,-542652.160421769
"30",30,90307.3968741618,350.456197303984,528337.997477178,-518995.850548644
"31",31,97101.4016844221,352.641002035261,528791.335078722,-526245.377765179
"32",32,109848.809933528,354.803921702086,531247.642203432,-541451.256058662
"33",33,107569.172619826,356.949389866091,534259.60739236,-542185.729402052
"34",34,100815.964047423,359.081025927104,540129.22743133,-541304.27250468
"35",35,94719.7896312444,361.201780093683,545668.925632449,-540749.917043787
"36",36,89207.3673392192,363.314052472927,548497.034726559,-538067.716118251
"37",37,94661.9556680534,365.419790901854,552088.416034305,-547115.791493261
"38",38,80581.0416039961,367.520571316785,554504.545251904,-535453.107427217
"39",39,91183.681649481,369.617663778981,557962.461619601,-549515.760932861
"40",40,84581.9904724651,371.712086717721,560018.77770974,-544972.480268923
"41",41,67880.8705288811,373.804651494548,562388.125054271,-530642.800234646
"42",42,47663.3367986915,375.89599901669,563684.280502873,-511723.513300582
"43",43,69185.3465407871,377.986629819027,566761.253457583,-536324.586628189
